Region,ID,CENTRO,PROVINCIA,LAT,LONG,Fecha Reporte,Hora Reporte,Camas Disponibles,Casos Ingresados Sospechosos,Casos Ingresados Confirmados,Casos Ingresados,% Disponibilidad,Fallecidos,Ingresados 
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,5/6/2024,8:17:48 AM,5,1,0,1,83.33%,0,0
R8,155, INMACULADA CONCEPCION,SANCHEZ RAMIREZ,19.04891,-70.152467,5/6/2024,7:36:54 AM,6,0,0,0,100.00%,0,0
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,5/6/2024,8:06:56 AM,4,1,1,2,66.67%,0,2
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,5/6/2024,7:28:53 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,5/6/2024,9:09:42 AM,0,0,0,0,,0,0
R8,161, JIMA ABAJO,LA VEGA,19.108553,-70.370683,5/6/2024,7:02:48 AM,3,1,0,1,75.00%,0,1
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,5/6/2024,8:18:22 AM,3,0,0,0,100.00%,0,0
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,5/7/2024,10:25:05 AM,4,0,0,0,100.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,5/7/2024,9:44:31 AM,5,3,0,3,62.50%,0,2
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,5/7/2024,8:51:09 AM,0,0,0,0,,0,0
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,5/7/2024,6:57:30 AM,5,0,0,0,100.00%,0,0
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,5/7/2024,7:13:47 AM,3,0,0,0,100.00%,0,0
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,5/7/2024,6:27:33 AM,5,0,0,0,100.00%,0,0
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,5/7/2024,8:01:36 AM,3,2,0,2,60.00%,0,1
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,5/7/2024,8:35:44 AM,3,1,0,1,75.00%,0,1
R1,41, NUESTRA SENORA DE REGLA,PERAVIA,18.2793,-70.3394,5/7/2024,9:25:58 AM,0,0,0,0,,0,0
R1,43, JUAN PABLO PINA,SAN CRISTOBAL,18.4186,-70.1146,5/7/2024,8:39:09 AM,14,0,0,0,100.00%,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,5/7/2024,8:15:01 AM,9,1,0,1,90.00%,0,0
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,5/7/2024,7:50:07 AM,0,0,0,0,,0,0
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,5/7/2024,9:00:12 AM,2,0,0,0,100.00%,0,0
R2,1672, DR RAFAEL CASTRO,SANTIAGO,19.484005,-70.749086,5/7/2024,7:48:05 AM,4,0,0,0,100.00%,0,0
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,5/7/2024,8:29:16 AM,7,1,0,1,87.50%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,5/7/2024,8:18:21 AM,2,0,0,0,100.00%,0,0
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,5/7/2024,8:24:23 AM,5,1,0,1,83.33%,0,0
R4,103, VICENTE NOBLE,BARAHONA,18.386504,-71.172309,5/7/2024,7:24:39 AM,6,0,0,0,100.00%,0,0
R4,1654, TEOFILO GAUTIER,BARAHONA,18.276958,-71.317734,5/7/2024,7:41:31 AM,10,0,0,0,100.00%,0,0
R5,110, EL VALLE,HATO MAYOR,18.971278,-69.376237,5/7/2024,7:54:13 AM,48,0,0,0,100.00%,0,0
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,5/7/2024,7:19:57 AM,2,0,0,0,100.00%,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,5/7/2024,5:19:42 AM,6,0,0,0,100.00%,0,0
R5,2391, VERON,LA ALTAGRACIA,,,5/7/2024,9:21:53 AM,0,0,0,0,,0,0
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,5/7/2024,8:00:32 AM,9,3,0,3,75.00%,0,3
R6,127, BANICA,ELIAS PIÑA,19.080778,-71.698578,5/7/2024,7:43:11 AM,5,0,0,0,100.00%,0,0
R6,128, ROSA DUARTE,ELIAS PIÑA,18.875459,-71.698168,5/7/2024,7:55:25 AM,6,0,0,0,100.00%,0,1
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,5/7/2024,8:24:28 AM,8,2,0,2,80.00%,0,1
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,5/7/2024,7:37:02 AM,1,1,0,1,50.00%,0,0
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,5/7/2024,6:54:51 AM,15,0,0,0,100.00%,0,0
R7,143, JULIO MORONTA,VALVERDE,19.655348,-71.105069,5/7/2024,7:48:29 AM,0,0,0,0,,0,0
R7,144, RAMON ADRIANO VILLALONA,DAJABON,19.4219,-71.615,5/7/2024,7:21:35 AM,10,0,0,0,100.00%,0,0
R7,145, PADRE FANTINO,MONTE CRISTI,19.8508,-71.6452,5/7/2024,8:16:12 AM,9,0,1,1,90.00%,0,0
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,5/7/2024,7:59:10 AM,0,0,0,0,,0,0
R7,148, ING LUIS L BOGAERT,VALVERDE,19.5388,-71.0819,5/7/2024,8:24:06 AM,2,0,0,0,100.00%,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,5/7/2024,8:27:10 AM,6,0,0,0,100.00%,0,0
R8,155, INMACULADA CONCEPCION,SANCHEZ RAMIREZ,19.04891,-70.152467,5/7/2024,10:41:40 AM,6,0,0,0,100.00%,0,0
R8,158, MAIMON,MONSEÑOR NOUEL,18.903123,-70.267044,5/7/2024,7:57:24 AM,4,1,0,1,80.00%,0,0
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,5/7/2024,9:13:42 AM,0,0,0,0,,0,0
R8,161, JIMIA ABAJO,LA VEGA,19.108553,-70.370683,5/7/2024,8:19:12 AM,3,1,0,1,75.00%,0,0
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,5/7/2024,7:57:39 AM,3,0,0,0,100.00%,0,0
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,5/8/2024,9:51:16 AM,3,0,0,0,100.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,5/8/2024,6:32:12 AM,6,2,0,2,75.00%,0,1
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,5/8/2024,8:30:49 AM,0,0,0,0,,0,0
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,5/8/2024,7:42:56 AM,5,0,0,0,100.00%,0,0
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,5/8/2024,9:05:41 AM,3,0,0,0,100.00%,0,0
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,5/8/2024,6:38:41 AM,5,0,0,0,100.00%,0,0
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,5/8/2024,9:01:17 AM,3,2,0,2,60.00%,0,0
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,5/8/2024,9:54:58 AM,3,1,0,1,75.00%,0,1
R1,41, NUESTRA SENORA DE REGLA,PERAVIA,18.2793,-70.3394,5/8/2024,8:34:36 AM,0,0,0,0,,0,0
R1,43, JUAN PABLO PINA,SAN CRISTOBAL,18.4186,-70.1146,5/8/2024,8:28:31 AM,3,1,0,1,75.00%,0,1
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,5/8/2024,8:58:05 AM,11,1,1,2,84.62%,0,0
R2,52, JOSE CONTRERAS,ESPAILLAT,19.470503,-70.451454,5/8/2024,10:22:13 AM,1,0,0,0,100.00%,0,0
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,5/8/2024,8:07:21 AM,2,0,0,0,100.00%,0,0
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,5/8/2024,8:02:46 AM,2,0,0,0,100.00%,0,0
R2,1672, DR RAFAEL CASTRO,SANTIAGO,19.484005,-70.749086,5/8/2024,8:04:20 AM,4,0,0,0,100.00%,0,0
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,5/8/2024,8:25:28 AM,4,0,0,0,100.00%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,5/8/2024,8:57:31 AM,2,0,0,0,100.00%,0,0
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,5/8/2024,8:31:20 AM,5,1,0,1,83.33%,0,0
R4,103, VICENTE NOBLE,BARAHONA,18.386504,-71.172309,5/8/2024,8:40:41 AM,6,0,0,0,100.00%,0,0
R4,105, GENERAL MELENCIANO,INDEPENDENCIA,18.492786,-71.851355,5/8/2024,7:45:31 AM,10,0,0,0,100.00%,0,0
R4,1654, TEOFILO GAUTIER,BARAHONA,18.276958,-71.317734,5/8/2024,7:42:01 AM,10,0,0,0,100.00%,0,0
R5,110, EL VALLE,HATO MAYOR,18.971278,-69.376237,5/8/2024,7:05:07 AM,17,0,0,0,100.00%,0,0
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,5/8/2024,6:56:46 AM,2,0,0,0,100.00%,0,0
R5,113, EVANGELINA RODRGUEZ PEROZO,LA ALTAGRACIA,18.43,-68.6795,5/8/2024,8:00:16 AM,10,0,0,0,100.00%,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,5/8/2024,5:48:54 AM,6,0,0,0,100.00%,0,0
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,5/8/2024,8:18:40 AM,9,0,0,0,100.00%,0,0
R6,125, NUESTRA SENORA DEL CARMEN,AZUA,18.729671,-70.941549,5/8/2024,9:12:49 AM,9,3,0,3,75.00%,0,0
R6,127, BANICA,ELIAS PIÑA,19.080778,-71.698578,5/8/2024,6:38:01 AM,5,0,0,0,100.00%,0,0
R6,128, ROSA DUARTE,ELIAS PIÑA,18.875459,-71.698168,5/8/2024,8:56:57 AM,7,0,0,0,100.00%,0,0
R6,130, EL CERCADO,SAN JUAN,18.7261,-71.5145,5/8/2024,8:35:14 AM,15,0,0,0,100.00%,0,0
R6,132, DR FEDERICO ARMANDO AYBAR,SAN JUAN,18.877502,-71.521026,5/8/2024,8:54:09 AM,39,1,0,1,97.50%,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,5/8/2024,8:15:20 AM,7,2,0,2,77.78%,0,0
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,5/8/2024,8:28:23 AM,2,0,0,0,100.00%,0,0
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,5/8/2024,6:33:39 AM,15,0,0,0,100.00%,0,0
R7,143, JULIO MORONTA,VALVERDE,19.655348,-71.105069,5/8/2024,8:00:37 AM,0,0,0,0,,0,0
R7,144, RAMON ADRIANO VILLALONA,DAJABON,19.4219,-71.615,5/8/2024,8:05:14 AM,10,0,0,0,100.00%,0,0
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,5/8/2024,7:54:37 AM,0,0,0,0,,0,0
R7,148, ING LUIS L BOGART,VALVERDE,19.5388,-71.0819,5/8/2024,8:18:13 AM,2,0,0,0,100.00%,0,0
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,5/8/2024,7:22:52 AM,10,0,0,0,100.00%,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,5/8/2024,8:27:18 AM,6,0,0,0,100.00%,0,0
R8,155, INMACULADA CONCEPCION,SANCHEZ RAMIREZ,19.04891,-70.152467,5/8/2024,9:41:16 AM,6,0,0,0,100.00%,0,0
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,5/8/2024,8:31:19 AM,4,2,0,2,66.67%,0,0
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,5/8/2024,9:07:44 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,5/8/2024,9:31:35 AM,0,0,0,0,,0,0
R8,161, JIMIA ABAJO,LA VEGA,19.108553,-70.370683,5/8/2024,7:50:16 AM,2,2,0,2,50.00%,0,1
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,5/8/2024,8:33:48 AM,3,0,0,0,100.00%,0,0
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,5/9/2024,8:44:55 AM,3,0,0,0,100.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,5/9/2024,9:00:51 AM,4,4,0,4,50.00%,0,2
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,5/9/2024,8:15:19 AM,0,0,0,0,,0,0
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,5/9/2024,10:10:10 AM,4,1,0,1,80.00%,0,1
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,5/9/2024,6:13:23 AM,5,0,0,0,100.00%,0,0
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,5/9/2024,9:59:14 AM,3,2,0,2,60.00%,0,0
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,5/9/2024,8:46:54 AM,3,1,0,1,75.00%,0,1
R1,41, NUESTRA SENORA DE REGLA,PERAVIA,18.2793,-70.3394,5/9/2024,9:21:30 AM,0,0,0,0,,0,0
R1,43, JUAN PABLO PINA,SAN CRISTOBAL,18.4186,-70.1146,5/9/2024,9:12:03 AM,6,1,0,1,85.71%,0,0
R1,44, VILLA FUNDACION,PERAVIA,18.2759,-70.496,5/9/2024,9:54:22 AM,15,0,0,0,100.00%,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,5/9/2024,8:24:57 AM,9,1,1,2,81.82%,0,0
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,5/9/2024,8:06:03 AM,2,0,0,0,100.00%,0,0
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,5/9/2024,8:57:49 AM,3,0,0,0,100.00%,0,0
R2,1672, DR RAFAEL CASTRO,SANTIAGO,19.484005,-70.749086,5/9/2024,8:07:40 AM,4,0,0,1,100.00%,0,0
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,5/9/2024,10:23:34 AM,4,0,0,0,100.00%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,5/9/2024,8:46:35 AM,0,0,0,0,,0,0
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,5/9/2024,9:00:51 AM,5,1,0,1,83.33%,0,0
R4,103, VICENTE NOBLE,BARAHONA,18.386504,-71.172309,5/9/2024,8:45:04 AM,6,0,0,0,100.00%,0,0
R4,105, GENERAL MELENCIANO,INDEPENDENCIA,18.492786,-71.851355,5/9/2024,7:30:28 AM,10,0,0,0,100.00%,0,0
R4,1654, TEOFILO GAUTIER,BARAHONA,18.276958,-71.317734,5/9/2024,7:29:48 AM,8,2,0,2,80.00%,0,2
R5,110, EL VALLE,HATO MAYOR,18.971278,-69.376237,5/9/2024,6:56:37 AM,17,0,0,0,100.00%,0,0
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,5/9/2024,6:42:17 AM,2,0,0,0,100.00%,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,5/9/2024,6:29:40 AM,6,0,0,2,100.00%,0,0
R6,127, BANICA,ELIAS PIÑA,19.080778,-71.698578,5/9/2024,7:49:13 AM,5,0,0,0,100.00%,0,0
R6,128, ROSA DUARTE,ELIAS PIÑA,18.875459,-71.698168,5/9/2024,7:43:56 AM,7,0,0,0,100.00%,0,0
R7,137, PEPILLO SALCEDO,MONTE CRISTI,19.7007,-71.7514,5/9/2024,7:58:59 AM,3,0,0,0,100.00%,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,5/9/2024,8:17:35 AM,6,1,0,1,85.71%,0,0
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,5/9/2024,7:26:17 AM,2,0,0,0,100.00%,0,0
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,5/9/2024,7:06:47 AM,15,0,0,0,100.00%,0,0
R7,144, RAMON ADRIANO VILLALONA,DAJABON,19.4219,-71.615,5/9/2024,7:36:48 AM,10,0,0,0,100.00%,0,0
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,5/9/2024,8:22:13 AM,0,1,0,1,0.00%,0,2
R7,148, ING LUIS L BOGAERT,VALVERDE,19.5388,-71.0819,5/9/2024,8:13:31 AM,2,0,0,0,100.00%,0,0
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,5/9/2024,7:13:20 AM,10,0,0,0,100.00%,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,5/9/2024,7:15:55 AM,6,0,0,0,100.00%,0,0
R7,2073, LAS MATAS DE SANTA CRUZ,MONTE CRISTI,19.659521,-71.506568,5/9/2024,7:16:29 AM,3,0,0,0,100.00%,0,0
R8,155, INMACULADA CONCEPCION,SANCHEZ RAMIREZ,19.04891,-70.152467,5/9/2024,8:13:37 AM,5,1,0,1,83.33%,0,0
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,5/9/2024,8:07:14 AM,4,2,0,2,66.67%,0,0
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,5/9/2024,8:36:51 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,5/9/2024,7:58:08 AM,0,0,0,0,,0,0
R8,161, JIMA ABAJO,LA VEGA,19.108553,-70.370683,5/9/2024,7:42:37 AM,3,1,0,1,75.00%,0,0
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,5/9/2024,9:24:03 AM,1,0,0,0,100.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,5/10/2024,6:23:36 AM,7,1,0,1,87.50%,0,0
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,5/10/2024,8:33:38 AM,0,0,0,0,,0,0
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,5/10/2024,9:55:34 AM,4,1,0,1,80.00%,0,0
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,5/10/2024,8:23:48 AM,3,0,0,0,100.00%,0,0
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,5/10/2024,7:12:05 AM,4,1,0,1,80.00%,0,1
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,5/10/2024,7:55:34 AM,3,0,0,0,100.00%,0,0
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,5/10/2024,8:11:05 AM,4,0,0,0,100.00%,0,0
R1,41, NUESTRA SENORA DE REGLA,PERAVIA,18.2793,-70.3394,5/10/2024,8:52:37 AM,0,0,0,0,,0,0
R1,43, JUAN PABLO PINA,SAN CRISTOBAL,18.4186,-70.1146,5/10/2024,9:10:39 AM,3,1,1,2,60.00%,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,5/10/2024,8:22:24 AM,14,1,1,2,87.50%,0,0
R2,52, JOSE CONTRERAS,ESPAILLAT,19.470503,-70.451454,5/10/2024,10:08:33 AM,0,1,0,1,0.00%,0,0
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,5/10/2024,8:31:44 AM,1,1,0,1,50.00%,0,1
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,5/10/2024,8:25:07 AM,3,0,0,0,100.00%,0,0
R2,1672, DR RAFAEL CASTRO,SANTIAGO,19.484005,-70.749086,5/10/2024,8:49:19 AM,4,0,0,0,100.00%,0,0
R3,81, SAN VICENTE DE PAUL,DUARTE,19.305187,-70.25579,5/10/2024,9:34:13 AM,20,1,0,1,95.24%,0,1
R3,83, PASCASIO TORIBIO PIANTINI,HERMANAS MIRABAL,19.373603,-70.419328,5/10/2024,8:32:15 AM,8,0,0,0,100.00%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,5/10/2024,9:11:33 AM,2,0,0,0,100.00%,0,0
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,5/10/2024,8:28:31 AM,11,1,0,1,91.67%,0,0
R4,103, VICENTE NOBLE,BARAHONA,18.386504,-71.172309,5/10/2024,8:10:20 AM,6,0,0,0,100.00%,0,0
R4,105, GENERAL MELENCIANO,INDEPENDENCIA,18.492786,-71.851355,5/10/2024,8:20:42 AM,10,0,0,0,100.00%,0,0
R5,110, EL VALLE,HATO MAYOR,18.971278,-69.376237,5/10/2024,7:51:56 AM,16,0,0,0,100.00%,0,0
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,5/10/2024,6:59:43 AM,2,0,0,0,100.00%,0,0
R5,113, EVANGELINA RODRGUEZ PEROZO,LA ALTAGRACIA,18.43,-68.6795,5/10/2024,8:04:02 AM,10,0,0,0,100.00%,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,5/10/2024,5:57:55 AM,6,0,0,0,100.00%,0,0
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,5/10/2024,8:34:13 AM,9,2,0,2,81.82%,0,2
R6,125, NUESTRA SENORA DEL CARMEN,AZUA,18.729671,-70.941549,5/10/2024,8:19:34 AM,21,3,0,3,87.50%,0,0
R6,127, BANICA,ELIAS PIÑA,19.080778,-71.698578,5/10/2024,6:57:22 AM,5,0,0,0,100.00%,0,0
R6,128, ROSA DUARTE,ELIAS PIÑA,18.875459,-71.698168,5/10/2024,8:13:36 AM,7,0,0,0,100.00%,0,0
R6,132, DR FEDERICO ARMANDO AYBAR,SAN JUAN,18.877502,-71.521026,5/10/2024,9:20:28 AM,38,1,0,1,97.44%,0,0
R7,137, PEPILLO SALCEDO,MONTE CRISTI,19.7007,-71.7514,5/10/2024,7:25:14 AM,3,0,0,0,100.00%,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,5/10/2024,8:11:57 AM,7,0,0,0,100.00%,0,0
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,5/10/2024,7:11:33 AM,2,0,0,0,100.00%,0,0
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,5/10/2024,7:06:41 AM,15,0,0,0,100.00%,0,0
R7,143, JULIO MORONTA,VALVERDE,19.655348,-71.105069,5/10/2024,6:58:39 AM,0,0,0,0,,0,0
R7,144, RAMON ADRIANO VILLALONA,DAJABON,19.4219,-71.615,5/10/2024,7:41:07 AM,10,2,0,2,83.33%,0,2
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,5/10/2024,8:10:06 AM,0,0,0,0,,0,0
R7,148, ING LUIS L BOGART,VALVERDE,19.5388,-71.0819,5/10/2024,8:20:41 AM,2,0,0,0,100.00%,0,0
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,5/10/2024,5:59:44 AM,10,0,0,0,100.00%,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,5/10/2024,10:44:40 AM,6,0,0,0,100.00%,0,0
R7,2073, LAS MATAS DE SANTA CRUZ,MONTE CRISTI,19.659521,-71.506568,5/10/2024,7:28:15 AM,3,0,0,0,100.00%,0,0
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,5/10/2024,8:03:26 AM,4,1,1,2,66.67%,0,0
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,5/10/2024,8:57:21 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,5/10/2024,9:44:38 AM,0,0,0,0,,0,0
R8,161,JIMA ABAJO,LA VEGA,19.108553,-70.370683,5/10/2024,8:23:22 AM,3,1,0,1,75.00%,0,0
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,5/10/2024,8:57:25 AM,1,0,0,0,100.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,5/13/2024,8:15:57 AM,7,1,0,1,87.50%,0,0
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,5/13/2024,8:58:15 AM,0,0,0,0,,0,0
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,5/13/2024,6:55:41 AM,4,1,0,1,80.00%,0,0
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,5/13/2024,8:22:48 AM,3,0,0,0,100.00%,0,0
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,5/13/2024,6:16:48 AM,3,2,0,2,60.00%,0,1
R1,41, NUESTRA SENORA DE REGLA,PERAVIA,18.2793,-70.3394,5/13/2024,9:14:54 AM,0,0,0,0,,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,5/13/2024,8:42:34 AM,17,1,0,1,94.44%,0,1
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,5/13/2024,8:32:01 AM,2,0,0,0,100.00%,0,0
R2,65, SABANA IGLESIA,SANTIAGO,19.3235,-70.7531,5/13/2024,8:23:13 AM,10,1,0,1,90.91%,0,0
R2,75, NAPIER DIAZ,SANTIAGO,19.543484,-70.792479,5/13/2024,10:08:02 AM,4,0,0,0,100.00%,0,0
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,5/13/2024,8:15:26 AM,0,0,0,0,,0,0
R2,1672, DR RAFAEL CASTRO,SANTIAGO,19.484005,-70.749086,5/13/2024,8:10:33 AM,4,0,0,0,100.00%,0,0
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,5/13/2024,8:25:31 AM,4,0,0,0,100.00%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,5/13/2024,8:24:44 AM,2,0,0,0,100.00%,0,0
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,5/13/2024,8:50:58 AM,6,0,0,0,100.00%,0,0
