Region,ID,CENTRO,PROVINCIA,LAT,LONG,Fecha Reporte,Hora Reporte,Camas Disponibles,Casos Ingresados Sospechosos,Casos Ingresados Confirmados,Casos Ingresados,% Disponibilidad,Fallecidos,Ingresados 
R0,9, DR ROBERT REID CABRAL,DISTRITO NACIONAL,18.452469,-69.923584,28/10/2023,7:59:06 AM,0,73,9,82,0.00%,0,31
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,28/10/2023,7:55:30 AM,0,4,0,4,0.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,28/10/2023,7:05:08 AM,0,8,0,8,0.00%,0,11
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,28/10/2023,8:40:08 AM,0,13,2,15,0.00%,0,3
R0,17, RODOLFO DE LA CRUZ LORA,SANTO DOMINGO,18.571946,-70.10317,28/10/2023,7:52:33 AM,1,11,0,11,8.33%,0,5
R0,18, ELVIRA ECHAVARRIA VIUDA CASTILLO,SANTO DOMINGO,18.553232,-69.708821,28/10/2023,9:14:57 AM,2,0,0,0,100.00%,0,0
R0,20, SAN LORENZO DE LOS MINA,SANTO DOMINGO,18.5093831,-69.8683043,28/10/2023,6:19:25 AM,0,10,0,10,0.00%,0,14
R0,22, DR JACINTO IGNACIO MANON,DISTRITO NACIONAL,18.506827,-69.989,28/10/2023,8:21:06 AM,0,10,2,12,0.00%,0,5
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,28/10/2023,10:34:54 AM,0,33,0,33,0.00%,0,10
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,28/10/2023,8:01:13 AM,0,14,0,14,0.00%,0,6
R0,36, ENGOMBE,SANTO DOMINGO,18.460937,-69.995418,28/10/2023,7:27:19 AM,0,20,0,20,0.00%,0,4
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,28/10/2023,6:13:03 AM,0,18,6,24,0.00%,0,6
R0,1581, DR ANGEL CONTRERAS,MONTE PLATA,18.8049,-69.7895,28/10/2023,7:39:17 AM,7,7,0,7,50.00%,0,0
R0,1663, PEDIATRICO DR HUGO MENDOZA,SANTO DOMINGO,18.54651,-69.882108,28/10/2023,7:32:34 AM,0,94,10,104,0.00%,0,21
R0,2087, FELIX MARIA GOICO,DISTRITO NACIONAL,18.4902,-69.9023,28/10/2023,9:17:07 AM,7,4,1,5,58.33%,0,1
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,28/10/2023,8:01:08 AM,1,3,7,10,9.09%,0,2
R1,37, NIZAO,PERAVIA,18.2462,-70.2093,28/10/2023,7:31:19 AM,0,4,0,4,0.00%,0,0
R1,38, BARSEQUILLO,SAN CRISTOBAL,18.426898,-70.033011,28/10/2023,8:20:48 AM,1,3,2,5,16.67%,0,2
R1,39, CAMBITA PUEBLO,SAN CRISTOBAL,18.457217,-70.176042,28/10/2023,8:43:36 AM,0,7,1,8,0.00%,0,0
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,28/10/2023,8:14:22 AM,0,0,0,0,,0,0
R1,41, NUESTRA SENORA DE REGIA,PERAVIA,18.2793,-70.3394,28/10/2023,8:51:43 AM,3,12,0,12,20.00%,0,10
R1,43, JUAN PABLO PINA,SAN CRISTOBAL,18.4186,-70.1146,28/10/2023,11:05:26 AM,3,19,0,19,13.64%,0,2
R1,44, VILLA FUNDACION,PERAVIA,18.2759,-70.496,28/10/2023,8:20:21 AM,10,4,0,4,71.43%,0,1
R1,45, YAGUATE,SAN CRISTOBAL,18.336831,-70.184422,28/10/2023,8:19:19 AM,6,4,1,5,54.55%,0,1
R1,46, VILLA ALTAGRACIA,SAN CRISTOBAL,18.669254,-70.169893,28/10/2023,8:21:27 AM,4,0,0,0,100.00%,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,28/10/2023,9:00:02 AM,5,11,0,11,31.25%,0,3
R1,2060, DR RAFAEL J MANON,SAN CRISTOBAL,18.4096272,-70.1155559,28/10/2023,9:00:50 AM,0,0,0,0,,0,0
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,28/10/2023,9:16:29 AM,0,11,0,11,0.00%,0,3
R2,54, MANUEL JOAQUIN MENDOZA CASTILLO,PUERTO PLATA,19.7089,-70.8473,28/10/2023,10:21:44 AM,0,0,0,0,,0,0
R2,63, YRENE FERNANDEZ,SANTIAGO,19.3258,-70.819,28/10/2023,8:46:26 AM,7,0,1,1,87.50%,0,0
R2,75, NAPER DIAZ,SANTIAGO,19.543484,-70.792479,28/10/2023,10:01:44 AM,5,2,0,2,71.43%,0,0
R2,76, LILIAN FERNANDEZ,SANTIAGO,19.566194,-70.872656,28/10/2023,8:12:30 AM,1,3,0,3,25.00%,0,1
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,28/10/2023,7:30:26 AM,0,4,0,4,0.00%,0,1
R3,77, ARENOSO,DUARTE,19.186843,-69.860066,28/10/2023,8:21:38 AM,0,0,0,0,,0,0
R3,81, SAN VICENTE DE PAUL,DUARTE,19.305187,-70.25579,28/10/2023,7:08:52 AM,11,10,4,14,44%,0,10
R3,82, ALICIA DE LEGENDRE,DUARTE,19.180204,-69.91486,28/10/2023,7:54:33 AM,0,0,0,0,,0,0
R3,83, PASCASIO TORIBIO PIANTINI,HERMANAS MIRABAL,19.373603,-70.419328,28/10/2023,7:24:32 AM,0,7,2,9,0.00%,0,2
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,28/10/2023,10:41:02 AM,4,0,0,0,100.00%,0,1
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,28/10/2023,8:49:15 AM,0,1,0,1,0.00%,0,0
R3,86, DR VIRGILIO A GARCIA,MARIA TRINIDAD SANCHEZ,19.643323,-69.903624,28/10/2023,9:48:52 AM,0,0,0,0,,0,0
R3,93, LEOPOLDO POLJ,SAMANA,19.21,-69.34,28/10/2023,8:29:15 AM,7,5,0,5,58.33%,0,11
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,28/10/2023,7:46:59 AM,15,1,0,1,93.75%,0,1
R4,103, VICENTE NOBLE,BARAHONA,18.386504,-71.172309,28/10/2023,10:02:45 AM,2,4,4,8,20.00%,0,4
R4,105, GENERAL MELENCIANO,INDEPENDENCIA,18.492786,-71.851355,28/10/2023,8:04:32 AM,0,18,0,18,0.00%,0,7
R4,107, ELIO FALLO,PEDERNALES,18.032572,-71.745313,28/10/2023,9:48:42 AM,4,4,0,4,50.00%,0,0
R4,1654, TEOFILO GAUTIER,BARAHONA,18.276958,-71.317734,28/10/2023,8:45:54 AM,6,4,0,4,60.00%,0,4
R5,108, MICHES,EL SEIBO,18.982451,-69.0472,28/10/2023,8:23:26 AM,6,3,0,3,66.67%,0,0
R5,110, EL VALLE,HATO MAYOR,18.971278,-69.376237,28/10/2023,6:48:19 AM,0,3,0,3,0.00%,0,1
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,28/10/2023,7:00:47 AM,2,2,1,3,40.00%,0,1
R5,113, EVANGELINA RODRIGUEZ PEROZO,LA ALTAGRACIA,18.43,-68.6795,28/10/2023,7:55:37 AM,8,0,0,0,100.00%,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,28/10/2023,6:11:09 AM,0,0,0,0,,0,0
R7,135, JULIO ALVAREZ ACOSTA,MONTE CRISTI,19.715,-71.5009,28/10/2023,8:17:37 AM,0,0,0,0,,0,0
R7,137, PEPILLO SALCEDO,MONTE CRISTI,19.7007,-71.7514,28/10/2023,8:39:55 AM,8,0,0,0,100.00%,0,0
R7,138, VILLA LOS ALMACIGOS,SANTIAGO RODRIGUEZ,19.410504,-71.443884,28/10/2023,6:37:04 AM,0,0,0,0,,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,28/10/2023,8:37:04 AM,9,3,0,3,75.00%,0,0
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,28/10/2023,8:03:21 AM,0,10,3,13,0.00%,0,2
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,28/10/2023,8:00:14 AM,10,3,0,3,76.92%,0,0
R7,143, JULIO MORONTA,VALVERDE,19.655348,-71.105069,28/10/2023,8:23:07 AM,0,0,0,0,,0,0
R7,144, RAMON ADRIANO VILLALONA,DAJABON,19.4219,-71.615,28/10/2023,8:13:43 AM,10,4,0,4,71.43%,0,1
R7,145, PADRE FANTINO,MONTE CRISTI,19.8508,-71.6452,28/10/2023,8:49:22 AM,10,2,1,3,76.92%,0,0
R7,148, ING LUIS L BOGAERT,VALVERDE,19.5388,-71.0819,28/10/2023,7:38:19 AM,0,2,0,2,0.00%,0,1
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,28/10/2023,6:55:06 AM,0,0,0,0,,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,28/10/2023,8:14:32 AM,1,3,3,6,14.29%,0,0
R8,151, DR JUAN ANTONIO CASTILLO,LA VEGA,19.319508,-70.543876,28/10/2023,7:21:31 AM,7,5,0,5,58.33%,0,2
R8,154, DR LUIS MORILLO KING,LA VEGA,19.219301,-70.521654,28/10/2023,11:10:11 AM,21,4,2,6,77.78%,0,2
R8,156, VILLA LA MATA,SANCHEZ RAMIREZ,19.101013,-70.158283,28/10/2023,8:02:31 AM,5,2,0,2,71.43%,0,2
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,28/10/2023,7:18:56 AM,0,12,1,13,0.00%,0,3
R8,158, MAIMON,MONSEÑOR NOUEL,18.903123,-70.267044,28/10/2023,8:43:23 AM,3,5,0,5,37.50%,0,1
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,28/10/2023,8:45:32 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,28/10/2023,8:38:45 AM,0,7,1,8,0.00%,0,5
R8,161, JIMA ABAJO,LA VEGA,19.108553,-70.370683,28/10/2023,7:30:13 AM,1,3,0,3,25.00%,0,1
R8,902, CENTRO DE SALUD INTEGRAL Y DESARROLLO CENSAIDE,LA VEGA,19.218517,-70.534766,28/10/2023,8:44:42 AM,0,7,1,8,0.00%,0,3
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,28/10/2023,8:02:51 AM,1,2,0,2,33.33%,0,0
R6,123, TAIWAN 19 DE MARZO,AZUA,18.450998,-70.739338,28/10/2023,9:33:03 AM,8,7,3,10,44.44%,0,3
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,28/10/2023,8:20:17 AM,9,3,1,4,69.23%,0,4
R6,125, NUESTRA SENORA DEL CARMEN,AZUA,18.729671,-70.941549,28/10/2023,8:27:43 AM,12,9,2,11,52.17%,0,2
R6,126, PERALTA,AZUA,18.578447,-70.756257,28/10/2023,7:57:52 AM,8,1,1,2,80.00%,0,2
R6,127, BANICA,ELIAS PIÑA,19.080778,-71.698578,28/10/2023,7:30:22 AM,5,0,0,0,100.00%,0,0
R6,128, ROSA DUARTE,ELIAS PIÑA,18.875459,-71.698168,28/10/2023,9:07:34 AM,5,7,0,7,41.67%,0,0
R6,129, HONDO VALLE,ELIAS PIÑA,18.715122,-71.695067,28/10/2023,9:01:52 AM,8,0,2,2,80.00%,0,0
R6,130, EL CERCADO,SAN JUAN,18.7261,-71.5145,28/10/2023,8:47:51 AM,10,4,1,5,66.67%,0,0
R6,131,JUAN DE HERRERA,SAN JUAN,18.877519,-71.246458,28/10/2023,6:34:52 AM,7,3,1,4,63.64%,0,0
R6,132, DR FEDERICO ARMANDO AYBAR,SAN JUAN,18.877502,-71.521026,28/10/2023,7:41:59 AM,5,1,5,6,45.45%,0,3
R6,133, DR ALEJANDRO CABRAL,SAN JUAN,18.8031,-71.225,28/10/2023,7:29:38 AM,18,5,10,15,54.55%,0,2
R6,134, VALLEJUELO,SAN JUAN,18.6537,-71.3369,28/10/2023,8:00:21 AM,7,2,1,3,70.00%,0,0
R0,9, DR ROBERT REID CABRAL,DISTRITO NACIONAL,18.452469,-69.923584,30/10/2023,7:08:37 AM,0,74,8,82,0.00%,0,16
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,30/10/2023,7:26:56 AM,0,5,0,5,0.00%,0,1
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,30/10/2023,6:40:42 AM,2,6,0,6,25.00%,0,3
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,30/10/2023,8:34:27 AM,0,16,0,16,0.00%,0,4
R0,17, RODOLFO DE LA CRUZ LORA,SANTO DOMINGO,18.571946,-70.10317,30/10/2023,7:51:43 AM,6,10,0,10,37.50%,0,1
R0,18, ELVIRA ECHAVARRIA VIUDA CASTILLO,SANTO DOMINGO,18.553232,-69.708821,30/10/2023,9:23:12 AM,2,0,0,0,100.00%,0,0
R0,20, SAN LORENZO DE LOS MINA,SANTO DOMINGO,18.5093831,-69.8683043,30/10/2023,6:28:38 AM,0,3,0,3,0.00%,0,8
R0,22, DR JACINTO IGNACIO MANON,DISTRITO NACIONAL,18.506827,-69.989,30/10/2023,7:14:38 AM,0,10,2,12,0.00%,0,1
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,30/10/2023,7:51:30 AM,0,30,0,30,0.00%,4,5
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,30/10/2023,7:35:28 AM,0,28,0,28,0.00%,0,5
R0,36, ENGOMBE,SANTO DOMINGO,18.460937,-69.995418,30/10/2023,7:12:50 AM,0,22,0,22,0.00%,0,6
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,30/10/2023,6:19:40 AM,0,14,2,16,0.00%,0,6
R0,1581, DRANGEL CONTRERAS,MONTE PLATA,18.8049,-69.7895,30/10/2023,7:49:42 AM,6,7,0,7,46.15%,0,1
R0,1663, PEDIATRICO DR HUGO MENDOZA,SANTO DOMINGO,18.54651,-69.882108,30/10/2023,7:58:04 AM,0,87,24,111,0.00%,0,16
R0,2087, FELIX MARIA GOICO,DISTRITO NACIONAL,18.4902,-69.9023,30/10/2023,9:12:04 AM,6,7,0,7,46.15%,0,2
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,30/10/2023,8:19:39 AM,3,6,1,7,30.00%,0,4
R1,39, CAMBITA PUEBLO,SAN CRISTOBAL,18.457217,-70.176042,30/10/2023,8:36:03 AM,6,1,0,1,85.71%,0,0
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,30/10/2023,8:03:47 AM,0,0,0,0,,0,0
R1,44, VILLA FUNDACION,PERAVIA,18.2759,-70.496,30/10/2023,9:11:29 AM,11,3,0,3,78.57%,0,0
R1,46, VILLA ALTAGRACIA,SAN CRISTOBAL,18.669254,-70.169893,30/10/2023,9:38:42 AM,4,0,0,0,100.00%,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,30/10/2023,8:43:07 AM,13,12,0,12,52.00%,0,3
R1,2060, DR RAFAEL J MANON,SAN CRISTOBAL,18.4096272,-70.1155559,30/10/2023,7:55:39 AM,0,0,0,0,,0,0
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,30/10/2023,8:32:34 AM,0,6,0,6,0.00%,0,2
R2,63, YRENE FERNANDEZ,SANTIAGO,19.3258,-70.819,30/10/2023,9:23:47 AM,7,0,1,1,87.50%,0,0
R2,65, SABANA IGLESIA,SANTIAGO,19.3235,-70.7531,30/10/2023,8:29:09 AM,4,1,0,1,80.00%,0,1
R2,75, NAPIER DIAZ,SANTIAGO,19.543484,-70.792479,30/10/2023,9:20:54 AM,3,1,0,1,75.00%,0,0
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,30/10/2023,8:46:17 AM,0,5,0,5,0.00%,0,1
R3,78, CASTILLO,DUARTE,19.209166,-70.024442,30/10/2023,9:11:52 AM,5,5,0,5,50.00%,0,1
R3,81, SAN VICENTE DE PAUL,DUARTE,19.305187,-70.25579,30/10/2023,8:26:46 AM,9,12,4,16,36.00%,0,12
R3,82, ALICIA DE LEGENDRE,DUARTE,19.180204,-69.91486,30/10/2023,6:58:19 AM,0,0,0,0,,0,0
R3,83, PASCASIO TORIBIO PIANTINI,HERMANAS MIRABAL,19.373603,-70.419328,30/10/2023,8:40:54 AM,3,2,1,3,50.00%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,30/10/2023,8:20:15 AM,0,0,0,0,,0,0
R3,86, DR VIRGILIO A GARCIA,MARIA TRINIDAD SANCHEZ,19.643323,-69.903624,30/10/2023,8:30:46 AM,0,0,0,0,,0,0
R3,93, LEOPOLDO POIJ,SAMANA,19.21,-69.34,30/10/2023,8:07:31 AM,7,1,0,1,87.50%,0,9
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,30/10/2023,7:47:13 AM,14,2,0,2,87.50%,0,1
R4,103, VICENTE NOBLE,BARAHONA,18.386504,-71.172309,30/10/2023,9:08:57 AM,3,0,3,3,50.00%,0,1
R4,105, GENERAL MELENCIANO,INDEPENDENCIA,18.492786,-71.851355,30/10/2023,9:18:17 AM,0,16,0,16,0.00%,0,3
R5,108, MICHES,EL SEIBO,18.982451,-69.0472,30/10/2023,7:14:43 AM,5,2,1,3,62.50%,0,0
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,30/10/2023,7:04:38 AM,2,2,1,3,40.00%,0,0
R5,113, EVANGELINA RODRIGUEZ PEROZO,LA ALTAGRACIA,18.43,-68.6795,30/10/2023,8:09:25 AM,10,0,0,0,100.00%,0,0
R6,123, TAIWAN 19 DE MARZO,AZUA,18.450998,-70.739338,30/10/2023,9:07:42 AM,7,14,5,19,26.92%,0,4
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,30/10/2023,8:05:52 AM,9,2,0,2,81.82%,0,1
R6,125, NUESTRA SENORA DEL CARMEN,AZUA,18.729671,-70.941549,30/10/2023,8:51:50 AM,4,18,4,22,15.38%,0,18
R6,126, PERALTA,AZUA,18.578447,-70.756257,30/10/2023,8:46:39 AM,10,0,0,0,100.00%,0,0
R6,127, BANICA,ELIAS PIÑA,19.080778,-71.698578,30/10/2023,7:04:47 AM,5,0,0,0,100.00%,0,0
R6,128, ROSA DUARTE,ELIAS PIÑA,18.875459,-71.698168,30/10/2023,8:32:57 AM,4,8,0,8,33.33%,0,3
R6,129, HONDO VALLE,ELIAS PIÑA,18.715122,-71.695067,30/10/2023,9:14:38 AM,8,1,1,2,80.00%,0,0
R6,130, EL CERCADO,SAN JUAN,18.7261,-71.5145,30/10/2023,8:30:29 AM,10,4,1,5,66.67%,0,0
R6,131, JUAN DE HERRERA,SAN JUAN,18.877519,-71.246458,30/10/2023,6:32:22 AM,5,3,1,4,55.56%,0,2
R6,132, DR FEDERICO ARMANDO AYBAR,SAN JUAN,18.877502,-71.521026,30/10/2023,7:54:07 AM,0,1,4,5,0.00%,0,1
R6,133, DR ALEJANDRO CABRAL,SAN JUAN,18.8031,-71.225,30/10/2023,9:16:36 AM,21,3,9,12,63.64%,0,3
R6,134, VALLEJUELO,SAN JUAN,18.6537,-71.3369,30/10/2023,8:20:08 AM,5,3,2,5,50.00%,0,2
R7,135, JULIO ALVAREZ ACOSTA,MONTE CRISTI,19.715,-71.5009,30/10/2023,7:56:36 AM,0,0,0,0,,0,0
R7,138, VILLA LOS ALMACIGOS,SANTIAGO RODRIGUEZ,19.410504,-71.443884,30/10/2023,9:40:58 AM,0,0,0,0,,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,30/10/2023,8:37:41 AM,6,4,0,4,60.00%,0,0
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,30/10/2023,7:46:16 AM,0,10,2,12,0.00%,0,2
R7,141, VILLA VASQUEZ,MONTE CRISTI,19.736781,-71.444145,30/10/2023,9:08:26 AM,0,0,0,0,,0,0
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,30/10/2023,7:53:21 AM,12,3,0,3,80.00%,0,0
R7,143, JULIO MORONTA,VALVERDE,19.655348,-71.105069,30/10/2023,8:26:50 AM,0,0,0,0,,0,0
R7,144, RAMON ADRIANO VILLALONA,DAJABON,19.4219,-71.615,30/10/2023,7:22:20 AM,10,2,0,2,83.33%,0,1
R7,145, PADRE FANTINO,MONTE CRISTI,19.8508,-71.6452,30/10/2023,8:58:27 AM,10,2,1,3,76.92%,0,0
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,30/10/2023,8:35:21 AM,0,5,0,5,0.00%,0,5
R7,148, ING LUIS L BOGAERT,VALVERDE,19.5388,-71.0819,30/10/2023,8:34:48 AM,1,1,0,1,50.00%,0,0
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,30/10/2023,7:09:07 AM,0,0,0,0,,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,30/10/2023,7:29:20 AM,2,3,1,4,33.33%,0,1
R7,2073, LAS MATAS DE SANTA CRUZ,MONTE CRISTI,19.659521,-71.506568,30/10/2023,9:31:43 AM,3,1,0,1,75.00%,0,0
R8,151, DR JUAN ANTONIO CASTILLO,LA VEGA,19.319508,-70.543876,30/10/2023,6:43:36 AM,2,2,0,2,50.00%,0,0
R8,154, DR LUIS MORILLO KING,LA VEGA,19.219301,-70.521654,30/10/2023,8:46:26 AM,22,2,3,5,81.48%,0,1
R8,156, VILLA LA MATA,SANCHEZ RAMIREZ,19.101013,-70.158283,30/10/2023,8:59:48 AM,5,4,0,4,55.55%,0,1
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,30/10/2023,7:27:47 AM,4,11,0,11,26.67%,0,6
R8,158, MAIMON,MONSEÑOR NOUEL,18.903123,-70.267044,30/10/2023,9:26:53 AM,8,7,1,8,50.00%,0,0
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,30/10/2023,8:06:33 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,30/10/2023,9:18:52 AM,0,7,0,7,0.00%,0,0
R8,161, JIMA ABAJO,LA VEGA,19.108553,-70.370683,30/10/2023,6:33:38 AM,0,4,0,4,0.00%,0,1
R8,902, CENTRO DE SALUD INTEGRAL Y DESARROLLO CENSAIDE,LA VEGA,19.218517,-70.534766,30/10/2023,6:37:37 AM,0,8,1,9,0.00%,0,1
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,30/10/2023,7:11:31 AM,3,1,0,1,75.00%,0,0
R0,9, DR ROBERT REID CABRAL,DISTRITO NACIONAL,18.452469,-69.923584,31/10/2023,7:02:09 AM,0,71,8,79,0.00%,1,26
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,31/10/2023,7:30:16 AM,0,2,0,2,0.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,31/10/2023,6:41:16 AM,1,7,0,7,12.50%,0,1
R0,17, RODOLFO DE LA CRUZ LORA,SANTO DOMINGO,18.571946,-70.10317,31/10/2023,7:52:10 AM,6,12,0,12,33.33%,0,4
R0,20, SAN LORENZO DE LOS MINA,SANTO DOMINGO,18.5093831,-69.8683043,31/10/2023,6:42:11 AM,0,4,0,4,0.00%,0,16
R0,22, DR JACINTO IGNACIO MANON,DISTRITO NACIONAL,18.506827,-69.989,31/10/2023,8:10:20 AM,0,10,3,13,0.00%,0,6
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,31/10/2023,7:45:19 AM,0,27,1,28,0.00%,0,11
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,31/10/2023,6:45:42 AM,7,13,0,13,35.00%,0,2
R0,36, ENGOMBE,SANTO DOMINGO,18.460937,-69.995418,31/10/2023,7:26:38 AM,0,24,0,24,0.00%,0,6
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,31/10/2023,6:11:15 AM,0,12,2,14,0.00%,0,2
R0,1581, DR ANGEL CONTRERAS,MONTE PLATA,18.8049,-69.7895,31/10/2023,8:07:04 AM,5,10,0,10,33.33%,0,6
R0,1663, PEDIATRICO DR HUGO MENDOZA,SANTO DOMINGO,18.54651,-69.882108,31/10/2023,6:51:11 AM,0,83,18,101,0.00%,0,27
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,31/10/2023,7:47:10 AM,0,5,2,7,0.00%,0,2
R1,38, BARSEQUILLO,SAN CRISTOBAL,18.426898,-70.033011,31/10/2023,8:30:23 AM,1,3,1,4,20.00%,0,2
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,31/10/2023,7:38:07 AM,0,0,0,0,,0,0
R1,42, TOMASINA VALDEZ,SAN CRISTOBAL,18.265034,-70.14824,31/10/2023,8:06:08 AM,0,12,0,12,0.00%,0,6
R1,46, VILLA ALTAGRACIA,SAN CRISTOBAL,18.669254,-70.169893,31/10/2023,7:55:18 AM,3,1,0,1,75.00%,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,31/10/2023,8:34:46 AM,3,23,0,23,11.54%,0,8
R1,2060, DR RAFAEL J MANON,SAN CRISTOBAL,18.4096272,-70.1155559,31/10/2023,7:42:49 AM,0,0,0,0,,0,0
R2,65, SABANA IGLESIA,SANTIAGO,19.3235,-70.7531,31/10/2023,8:04:18 AM,3,0,0,0,100.00%,0,0
R2,75, NAPIER DIAZ,SANTIAGO,19.543484,-70.792479,31/10/2023,8:34:30 AM,2,2,1,3,40.00%,0,1
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,31/10/2023,8:36:29 AM,0,4,0,4,0.00%,0,0
R3,82, ALICIA DE LEGENDRE,DUARTE,19.180204,-69.91486,31/10/2023,8:02:42 AM,0,0,0,0,,0,0
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,31/10/2023,8:43:57 AM,0,5,0,5,0.00%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,31/10/2023,8:33:10 AM,0,0,0,0,,0,0
R3,86, DR VIRGILIO A GARCIA,MARIA TRINIDAD SANCHEZ,19.643323,-69.903624,31/10/2023,7:13:00 AM,0,0,0,0,,0,0
R3,93, LEOPOLDO POU,SAMANA,19.21,-69.34,31/10/2023,8:07:55 AM,7,0,0,0,100.00%,0,0
R4,106, LA DESCUBIERTA,INDEPENDENCIA,18.569963,-71.725361,31/10/2023,8:25:52 AM,5,1,1,2,71.43%,0,1
R4,107, ELIO FALLO,PEDERNALES,18.032572,-71.745313,31/10/2023,8:41:54 AM,4,8,0,8,33.33%,0,4
R5,108, MICHES,EL SEIBO,18.982451,-69.0472,31/10/2023,8:01:59 AM,7,0,0,0,100.00%,0,0
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,31/10/2023,6:58:22 AM,2,3,1,4,33.33%,0,2
